Order - Number,Date - Order Date,Market - Store Name,Market - Market Order URL,Market - Markeplace Name,Amount - Shipping Cost,Amount - Order Shipping,Amount - Paid by Customer,Amount - Order Subtotal,Amount - Order Tax,Amount - Order Total,Count - Number of Items,Custom - Field 1
4045620178,5/2/2026 12:59:16 PM,Etched Elegance Shop,,Etsy,8.49,9.95,46.00,32.64,3.41,46.00,1,
4051045275,5/2/2026 1:34:05 PM,Marbella Custom Gifts,,Etsy,6.66,7.04,36.25,27.00,2.21,36.25,1,
4045650880,5/2/2026 1:29:33 PM, Velvet Whiskey Design,,Etsy,8.01,9.12,68.39,55.10,4.17,68.39,5,
4051058193,5/2/2026 1:45:12 PM,Woodmark Custom,,Etsy,5.73,6.80,38.17,27.98,3.39,38.17,2,
4045658988,5/2/2026 1:37:44 PM,Woodmark Custom,,Etsy,11.50,11.50,30.61,17.99,1.12,30.61,1,
4051059829,5/2/2026 1:46:32 PM,Woodmark Custom,,Etsy,5.40,6.98,30.29,21.99,1.32,30.29,1,
4045661172,5/2/2026 1:39:50 PM,Woodmark Custom,,Etsy,6.39,7.46,31.02,21.46,2.10,31.02,1,
4051063443,5/2/2026 1:49:34 PM,Lumina Custom Design,,Etsy,18.90,33.76,105.80,63.48,8.56,105.80,6,
4051072045,5/2/2026 1:57:12 PM,Etched Elegance Shop,,Etsy,8.58,16.80,187.04,154.80,15.44,187.04,1,
4051077159,5/2/2026 2:01:46 PM,YemlihaDesign,,Etsy,8.07,9.94,37.55,26.05,1.56,37.55,1,
4051067727,5/2/2026 1:53:17 PM,Woodmark Custom,,Etsy,5.48,7.42,36.33,25.99,2.92,36.33,1,
4051103369,5/2/2026 2:26:08 PM,Devran Custom Design,,Etsy,11.58,11.58,40.84,26.59,2.67,40.84,1,
4045703432,5/2/2026 2:19:57 PM,Etched Elegance Shop,,Etsy,6.19,7.15,49.06,38.70,3.21,49.06,1,
4051085283,5/2/2026 2:09:16 PM, Velvet Whiskey Design,,Etsy,8.18,8.18,38.87,28.88,1.81,38.87,1,
4045724880,5/2/2026 2:39:07 PM,YemlihaDesign,,Etsy,8.49,8.13,45.62,35.28,2.21,45.62,1,
4051083309,5/2/2026 2:07:21 PM,YemlihaDesign,,Etsy,7.46,7.38,35.00,26.05,1.57,35.00,1,
4051101007,5/2/2026 2:23:58 PM,YemlihaDesign,,Etsy,7.30,6.88,30.49,21.55,2.06,30.49,1,
4051115061,5/2/2026 2:37:30 PM,Woodmark Custom,,Etsy,10.60,10.60,69.06,52.41,5.77,68.78,1,
4045738044,5/2/2026 2:50:27 PM,SenaCustomStore,,Etsy,7.02,7.02,19.55,11.25,1.28,19.55,1,
4045755526,5/2/2026 3:05:58 PM,Etched Elegance Shop,,Etsy,11.32,21.79,157.24,135.45,0.00,157.24,7,
4045758706,5/2/2026 3:08:55 PM,Etched Elegance Shop,,Etsy,5.89,7.42,25.31,16.32,1.57,25.31,1,
4045755682,5/2/2026 3:06:06 PM, Velvet Whiskey Design,,Etsy,8.78,11.20,76.70,59.98,5.52,76.70,2,
4045744534,5/2/2026 2:56:04 PM, Velvet Whiskey Design,,Etsy,8.01,9.12,69.04,55.10,4.82,69.04,5,
4051158875,5/2/2026 3:20:35 PM, Velvet Whiskey Design,,Etsy,9.04,9.47,86.30,72.96,3.87,86.30,1,
4045748992,5/2/2026 3:00:14 PM, Velvet Whiskey Design,,Etsy,6.98,6.98,23.50,14.82,1.70,23.50,1,
4051177379,5/2/2026 3:38:52 PM,Devran Custom Design,,Etsy,5.48,5.48,21.73,14.90,1.35,21.73,1,
4045805576,5/2/2026 3:51:55 PM,Etched Elegance Shop,,Etsy,10.65,19.53,151.97,122.50,9.94,151.97,5,
4045784686,5/2/2026 3:33:01 PM,Woodmark Custom,,Etsy,5.62,7.60,28.17,17.99,2.30,27.89,1,
4051186585,5/2/2026 3:48:12 PM,Woodmark Custom,,Etsy,9.30,9.56,51.52,39.58,2.38,51.52,1,
4051175385,5/2/2026 3:36:48 PM,Woodmark Custom,,Etsy,5.64,0.00,16.43,15.28,1.15,16.43,1,
4051164197,5/2/2026 3:26:02 PM,Woodmark Custom,,Etsy,5.48,7.42,23.18,13.99,1.77,23.18,1,
4045786362,5/2/2026 3:34:30 PM,Woodmark Custom,,Etsy,5.48,7.42,27.51,17.99,2.10,27.51,1,
4051192611,5/2/2026 3:54:14 PM,Woodmark Custom,,Etsy,5.17,6.44,26.14,17.99,1.71,26.14,1,
4051200305,5/2/2026 4:02:28 PM,Woodmark Custom,,Etsy,6.52,7.69,34.17,24.70,1.78,34.17,1,
4051224199,5/2/2026 4:28:28 PM,Woodmark Custom,,Etsy,5.48,7.42,31.84,21.99,2.43,31.84,1,
4051247507,5/2/2026 4:53:56 PM,Woodmark Custom,,Etsy,5.40,6.98,30.85,21.99,1.88,30.85,1,
4051243425,5/2/2026 4:49:33 PM,Woodmark Custom,,Etsy,5.48,7.42,27.09,17.99,1.68,27.09,1,
4051234927,5/2/2026 4:40:17 PM,Woodmark Custom,,Etsy,5.40,6.98,26.47,17.99,1.50,26.47,1,
4051233733,5/2/2026 4:38:59 PM,Woodmark Custom,,Etsy,5.97,8.13,23.20,13.99,1.08,23.20,1,
4045853650,5/2/2026 4:38:27 PM,Devran Custom Design,,Etsy,21.18,50.13,1151.69,-319.87,88.63,-181.11,1,
4051270699,5/2/2026 5:20:36 PM,Etched Elegance Shop,,Etsy,6.95,10.80,31.84,19.35,1.69,31.84,1,
4045912064,5/2/2026 5:41:38 PM,Devran Custom Design,,Etsy,5.72,5.72,23.14,15.96,1.46,23.14,1,
4045890812,5/2/2026 5:18:09 PM,Etched Elegance Shop,,Etsy,6.52,9.95,35.92,24.50,1.47,35.92,1,
4045888674,5/2/2026 5:15:46 PM,Marbella Custom Gifts,,Etsy,5.48,5.89,36.11,27.98,2.24,36.11,1,
4051248177,5/2/2026 4:54:43 PM,YemlihaDesign,,Etsy,6.69,6.69,33.80,25.20,1.91,33.80,1,
4051283827,5/2/2026 5:36:23 PM,Woodmark Custom,,Etsy,6.25,6.98,33.69,24.70,2.01,33.69,1,
4051269713,5/2/2026 5:19:22 PM,Woodmark Custom,,Etsy,5.40,6.98,26.72,17.99,1.75,26.72,1,
4045882544,5/2/2026 5:09:13 PM,Woodmark Custom,,Etsy,5.40,6.98,26.05,17.99,1.08,26.05,1,
4045909956,5/2/2026 5:39:24 PM,Woodmark Custom,,Etsy,5.40,6.98,35.67,25.99,2.70,35.67,1,
4051276511,5/2/2026 5:27:30 PM,Woodmark Custom,,Etsy,5.40,6.98,22.44,13.99,1.47,22.44,1,
4051296259,5/2/2026 5:52:23 PM,Etched Elegance Shop,,Etsy,6.10,6.77,27.53,19.35,1.41,27.53,1,
4045916032,5/2/2026 5:45:55 PM,Woodmark Custom,,Etsy,5.48,7.42,23.18,13.99,1.77,23.18,1,
4034795835,5/2/2026 6:39:31 PM,Woodmark Custom,,Etsy,6.37,6.87,30.31,47.70,1.98,56.55,1,
4051332647,5/2/2026 6:38:59 PM,SenaCustomStore,,Etsy,8.56,8.56,52.35,40.25,3.54,52.35,1,
4051322309,5/2/2026 6:26:01 PM,Marbella Custom Gifts,,Etsy,5.73,5.73,48.61,39.70,3.18,48.61,1,
4045935230,5/2/2026 6:07:49 PM, Velvet Whiskey Design,,Etsy,6.17,6.17,20.27,12.30,1.80,20.27,1,
4045956100,5/2/2026 6:33:28 PM,Woodmark Custom,,Etsy,5.48,7.42,27.60,17.99,2.19,27.60,1,
4051308137,5/2/2026 6:07:44 PM,Woodmark Custom,,Etsy,7.77,7.77,33.86,23.95,2.14,33.86,1,
4045962956,5/2/2026 6:41:45 PM,Woodmark Custom,,Etsy,6.25,6.98,29.73,21.46,1.29,29.73,1,
4051376999,5/2/2026 7:36:20 PM,Marbella Custom Gifts,,Etsy,8.76,10.01,39.85,27.00,2.84,39.85,1,
4045988510,5/2/2026 7:13:14 PM,Devran Custom Design,,Etsy,5.48,5.48,21.61,14.90,1.23,21.61,1,
4051346015,5/2/2026 6:55:56 PM,Woodmark Custom,,Etsy,5.97,8.13,23.34,13.99,1.22,23.34,1,
4045994162,5/2/2026 7:19:54 PM,Woodmark Custom,,Etsy,6.58,7.60,34.96,24.70,2.66,34.96,1,
4051370693,5/2/2026 7:27:52 PM,Woodmark Custom,,Etsy,5.97,8.13,23.62,13.99,1.50,23.62,1,
4051390467,5/2/2026 7:53:34 PM,Woodmark Custom,,Etsy,5.97,8.13,32.43,21.99,2.31,32.43,1,
4046032238,5/2/2026 8:05:12 PM,Woodmark Custom,,Etsy,5.48,7.42,27.44,17.99,2.03,27.44,1,
4051390919,5/2/2026 7:54:06 PM,Woodmark Custom,,Etsy,5.24,6.52,30.79,21.99,2.28,30.79,1,
4046040556,5/2/2026 8:15:17 PM,Woodmark Custom,,Etsy,5.48,7.42,36.08,25.99,2.67,36.08,1,
4046032348,5/2/2026 8:05:21 PM,Etched Elegance Shop,,Etsy,6.73,7.38,26.93,18.02,1.53,26.93,1,
4051407837,5/2/2026 8:16:39 PM, Velvet Whiskey Design,,Etsy,6.68,6.68,23.80,15.77,1.35,23.80,1,
4046034278,5/2/2026 8:07:35 PM, Velvet Whiskey Design,,Etsy,6.37,6.37,22.19,14.44,1.38,22.19,1,
4051354953,5/2/2026 7:07:35 PM,Lumina Custom Design,,Etsy,6.17,6.70,28.24,19.75,1.79,28.24,1,
4051416805,5/2/2026 8:28:36 PM,Woodmark Custom,,Etsy,5.17,6.44,34.38,25.99,1.95,34.38,1,
4046053958,5/2/2026 8:31:20 PM,Woodmark Custom,,Etsy,5.40,6.98,26.66,17.99,1.69,26.66,1,
4051423415,5/2/2026 8:37:31 PM,Woodmark Custom,,Etsy,5.40,6.98,26.78,17.99,1.81,26.78,1,
4046059476,5/2/2026 8:37:34 PM,Woodmark Custom,,Etsy,6.25,6.98,29.00,20.25,1.77,29.00,1,
4051421921,5/2/2026 8:35:29 PM,Woodmark Custom,,Etsy,5.48,7.42,27.09,17.99,1.68,27.09,1,
4046067756,5/2/2026 8:47:47 PM,Woodmark Custom,,Etsy,5.28,6.65,30.50,21.99,1.86,30.50,1,
4051428855,5/2/2026 8:44:37 PM,Woodmark Custom,,Etsy,5.48,7.42,27.09,17.99,1.68,27.09,1,
4051443897,5/2/2026 9:04:22 PM,Woodmark Custom,,Etsy,5.40,6.98,31.00,21.99,2.03,31.00,1,
4051431201,5/2/2026 8:47:49 PM,Woodmark Custom,,Etsy,5.83,7.69,25.68,17.99,0.00,25.68,1,
4046108898,5/2/2026 9:41:20 PM,Etched Elegance Shop,,Etsy,10.30,14.92,86.56,65.28,6.36,86.56,1,
4046121462,5/2/2026 9:59:03 PM,Marbella Custom Gifts,,Etsy,6.48,6.50,36.18,27.00,2.68,36.18,1,
4051489189,5/2/2026 10:13:11 PM,YemlihaDesign,,Etsy,6.58,6.58,32.02,22.50,2.66,31.74,1,
4046163260,5/2/2026 11:07:16 PM,Lumina Custom Design,,Etsy,11.68,16.32,79.92,60.00,3.60,79.92,6,
4046142716,5/2/2026 10:31:28 PM,Lumina Custom Design,,Etsy,8.18,8.18,33.10,23.04,1.88,33.10,2,
4046155062,5/2/2026 10:52:03 PM,Lumina Custom Design,,Etsy,7.42,5.89,28.72,20.52,2.31,28.72,1,
4046133318,5/2/2026 10:16:32 PM,Woodmark Custom,,Etsy,5.48,7.42,36.17,25.99,2.76,36.17,1,
4046143688,5/2/2026 10:32:51 PM,Woodmark Custom,,Etsy,5.97,8.13,27.20,17.99,1.08,27.20,1,
4051489151,5/2/2026 10:13:06 PM,Woodmark Custom,,Etsy,5.48,7.42,36.08,25.99,2.67,36.08,1,
4051502467,5/2/2026 10:36:05 PM,Woodmark Custom,,Etsy,5.48,7.42,23.18,13.99,1.77,23.18,1,
4046138574,5/2/2026 10:24:57 PM, Velvet Whiskey Design,,Etsy,7.77,7.77,38.19,28.87,1.55,38.19,1,
4046180938,5/2/2026 11:52:23 PM,Etched Elegance Shop,,Etsy,8.76,10.80,37.37,23.69,2.88,37.37,1,
4051529643,5/2/2026 11:36:24 PM,Woodmark Custom,,Etsy,5.48,7.42,22.83,13.99,1.42,22.83,1,
4051532527,5/2/2026 11:45:17 PM,Woodmark Custom,,Etsy,5.97,8.13,36.97,25.99,2.85,36.97,1,
4051535929,5/2/2026 11:55:58 PM,Woodmark Custom,,Etsy,5.48,7.42,31.45,21.99,2.04,31.45,1,
4051540615,5/3/2026 12:11:12 AM,Woodmark Custom,,Etsy,5.97,0.00,28.60,28.60,0.00,28.60,1,
4046193534,5/3/2026 12:29:20 AM,Woodmark Custom,,Etsy,6.37,7.42,31.07,21.46,2.19,31.07,1,
4046206196,5/3/2026 1:12:10 AM,Woodmark Custom,,Etsy,10.43,10.43,95.76,77.95,7.38,95.76,5,
4051562537,5/3/2026 1:29:04 AM,Woodmark Custom,,Etsy,5.97,8.13,28.30,17.99,2.18,28.30,1,
4046211858,5/3/2026 1:31:28 AM,Woodmark Custom,,Etsy,5.48,7.42,22.89,13.99,1.48,22.89,1,
4046229956,5/3/2026 2:24:04 AM,Woodmark Custom,,Etsy,5.62,7.60,27.97,17.99,2.10,27.69,1,
4051625813,5/3/2026 4:47:21 AM,Devran Custom Design,,Etsy,8.13,8.18,66.28,53.76,4.34,66.28,3,
4051651637,5/3/2026 6:01:53 AM,Woodmark Custom,,Etsy,6.13,8.07,35.62,25.99,1.56,35.62,1,
4051661015,5/3/2026 6:24:26 AM,Marbella Custom Gifts,,Etsy,7.26,8.06,35.01,25.00,1.95,35.01,1,
4051682043,5/3/2026 7:09:37 AM,Woodmark Custom,,Etsy,6.17,6.80,64.42,53.97,3.65,64.42,3,
4046356012,5/3/2026 7:23:14 AM,Woodmark Custom,,Etsy,5.48,7.42,27.54,17.99,2.13,27.54,1,
4046341552,5/3/2026 6:59:53 AM,Woodmark Custom,,Etsy,5.40,6.98,31.94,21.99,2.97,31.94,1,
4051691315,5/3/2026 7:25:35 AM,Woodmark Custom,,Etsy,5.48,7.42,27.19,17.99,1.78,27.19,1,
4051692547,5/3/2026 7:27:41 AM,Devran Custom Design,,Etsy,7.90,8.06,33.59,23.04,2.49,33.59,1,
4051667335,5/3/2026 6:39:02 AM, Velvet Whiskey Design,,Etsy,26.74,27.65,52.24,24.59,0.00,52.24,2,
4046358376,5/3/2026 7:26:38 AM, Velvet Whiskey Design,,Etsy,6.17,6.17,22.00,14.44,1.39,22.00,1,
4046383630,5/3/2026 8:01:13 AM,Devran Custom Design,,Etsy,0.00,0.00,23.91,22.56,1.35,23.91,1,
4046397968,5/3/2026 8:19:38 AM, Velvet Whiskey Design,,Etsy,8.18,8.18,40.35,28.88,3.29,40.35,1,
4051779973,5/3/2026 9:23:12 AM, Velvet Whiskey Design,,Etsy,10.93,11.43,84.34,66.12,6.79,84.34,1,
4051714173,5/3/2026 8:01:02 AM,Lumina Custom Design,,Etsy,7.38,0.00,32.43,30.59,1.84,32.43,2,
4046405070,5/3/2026 8:28:26 AM,YemlihaDesign,,Etsy,7.46,7.38,59.42,47.89,4.15,59.42,1,
4046444754,5/3/2026 9:12:14 AM,SenaCustomStore,,Etsy,10.30,10.30,53.08,40.25,2.53,53.08,1,
4046459082,5/3/2026 9:27:12 AM,SenaCustomStore,,Etsy,8.56,8.56,52.23,40.25,3.42,52.23,1,
4046453514,5/3/2026 9:21:30 AM,Etched Elegance Shop,,Etsy,6.25,7.38,28.60,19.35,1.87,28.60,1,
4046408938,5/3/2026 8:32:58 AM,Etched Elegance Shop,,Etsy,6.10,6.52,32.52,23.87,2.13,32.52,1,
4051718891,5/3/2026 8:08:00 AM,Woodmark Custom,,Etsy,5.24,6.52,26.47,17.99,1.96,26.47,1,
4051718945,5/3/2026 8:08:06 AM,Woodmark Custom,,Etsy,5.48,7.42,27.51,17.99,2.10,27.51,1,
4051740911,5/3/2026 8:37:07 AM,Woodmark Custom,,Etsy,5.48,7.42,32.02,21.99,2.61,32.02,1,
4046391248,5/3/2026 8:11:25 AM,Woodmark Custom,,Etsy,5.28,6.65,31.43,21.99,2.79,31.43,1,
4046414636,5/3/2026 8:39:27 AM,Woodmark Custom,,Etsy,6.10,6.52,29.25,20.25,2.48,29.25,1,
4046385674,5/3/2026 8:04:01 AM,Woodmark Custom,,Etsy,5.28,6.65,30.40,21.99,1.76,30.40,1,
4046430906,5/3/2026 8:57:31 AM,Woodmark Custom,,Etsy,5.48,7.42,31.28,21.99,1.87,31.28,1,
4051768731,5/3/2026 9:10:30 AM,Woodmark Custom,,Etsy,6.36,8.40,22.39,13.99,0.00,22.39,1,
4046443380,5/3/2026 9:10:47 AM,Woodmark Custom,,Etsy,5.48,7.42,23.18,13.99,1.77,23.18,1,
4051757635,5/3/2026 8:57:26 AM,Woodmark Custom,,Etsy,5.48,7.42,27.51,17.99,2.10,27.51,1,
4046466672,5/3/2026 9:34:53 AM,Etched Elegance Shop,,Etsy,9.08,11.16,75.17,58.77,5.24,75.17,3,
4046495656,5/3/2026 10:02:57 AM,Etched Elegance Shop,,Etsy,6.73,7.38,28.72,19.59,1.75,28.72,1,
4046492070,5/3/2026 9:59:41 AM,Lumina Custom Design,,Etsy,10.43,10.43,24.28,13.06,0.79,24.28,1,
4046460746,5/3/2026 9:28:50 AM,Lumina Custom Design,,Etsy,6.25,7.04,28.40,19.75,1.61,28.40,1,
4046512286,5/3/2026 10:18:50 AM,Woodmark Custom,,Etsy,5.48,7.42,27.67,17.99,2.26,27.67,1,
4051795623,5/3/2026 9:40:28 AM,Woodmark Custom,,Etsy,5.28,6.65,22.08,13.99,1.44,22.08,1,
4046508116,5/3/2026 10:14:55 AM,Woodmark Custom,,Etsy,5.28,6.65,25.59,17.99,0.95,25.59,1,
4046480382,5/3/2026 9:48:30 AM,Woodmark Custom,,Etsy,5.72,7.46,26.39,17.99,0.94,26.39,1,
4046533456,5/3/2026 10:38:47 AM, Velvet Whiskey Design,,Etsy,6.37,6.37,21.82,14.44,1.01,21.82,1,
4051857481,5/3/2026 10:42:58 AM,Woodmark Custom,,Etsy,5.48,11.50,35.57,21.99,2.08,35.57,1,
4046544610,5/3/2026 10:48:57 AM,Etched Elegance Shop,,Etsy,6.66,8.01,61.00,49.00,3.99,61.00,1,
4046556260,5/3/2026 10:59:24 AM,Woodmark Custom,,Etsy,5.83,7.22,45.11,35.98,1.91,45.11,2,
4046546290,5/3/2026 10:50:25 AM,Woodmark Custom,,Etsy,5.40,6.98,22.23,13.99,1.26,22.23,1,
4051890283,5/3/2026 11:13:52 AM, Velvet Whiskey Design,,Etsy,11.03,11.68,81.93,66.12,4.13,81.93,1,
4051891603,5/3/2026 11:15:07 AM,Woodmark Custom,,Etsy,5.40,6.98,26.72,17.99,1.75,26.72,1,
4051885825,5/3/2026 11:09:43 AM,Woodmark Custom,,Etsy,5.48,7.42,36.17,25.99,2.76,36.17,1,
4051898865,5/3/2026 11:21:58 AM,Etched Elegance Shop,,Etsy,11.57,13.48,96.33,77.40,5.45,96.33,4,
4046586126,5/3/2026 11:26:01 AM,Woodmark Custom,,Etsy,6.36,8.40,26.39,17.99,0.00,26.39,1,
4046580736,5/3/2026 11:21:23 AM,Woodmark Custom,,Etsy,6.00,7.86,27.55,17.99,1.70,27.55,1,
4046630404,5/3/2026 12:04:45 PM,SenaCustomStore,,Etsy,10.30,10.30,53.07,40.25,2.52,53.07,1,
4046602498,5/3/2026 11:40:34 AM, Velvet Whiskey Design,,Etsy,6.98,6.98,23.76,14.82,1.96,23.76,1,
4046632294,5/3/2026 12:06:26 PM,Marbella Custom Gifts,,Etsy,7.26,8.06,28.95,18.75,2.14,28.95,1,
4051921869,5/3/2026 11:44:05 AM,Woodmark Custom,,Etsy,5.48,7.42,23.12,13.99,1.71,23.12,1,
4046598328,5/3/2026 11:36:54 AM,Woodmark Custom,,Etsy,10.96,10.96,67.04,52.41,3.67,67.04,1,
4046598952,5/3/2026 11:37:30 AM,Woodmark Custom,,Etsy,5.24,6.52,26.23,17.99,1.72,26.23,1,
4051951607,5/3/2026 12:11:58 PM,Woodmark Custom,,Etsy,5.97,13.48,37.31,21.99,1.84,37.31,1,
4051947365,5/3/2026 12:08:07 PM,Woodmark Custom,,Etsy,6.37,7.42,30.62,21.46,1.74,30.62,1,
4051958265,5/3/2026 12:17:59 PM,Woodmark Custom,,Etsy,5.40,6.98,30.29,21.99,1.32,30.29,1,
4045853650,5/2/2026 4:38:27 PM,Devran Custom Design,,Etsy,21.18,0.00,1151.69,1332.80,0.00,1332.80,1,
4051984059,5/3/2026 12:41:42 PM,Custom Gift by FTM,,Etsy,5.89,0.00,49.86,46.06,3.80,49.86,2,
4046679548,5/3/2026 12:46:16 PM,Etched Elegance Shop,,Etsy,6.27,6.65,32.69,23.69,2.35,32.69,1,
4051980225,5/3/2026 12:38:23 PM,Lumina Custom Design,,Etsy,8.18,8.18,53.57,41.02,4.37,53.57,1,
4046664044,5/3/2026 12:33:26 PM,Woodmark Custom,,Etsy,5.62,7.60,26.49,17.99,0.90,26.49,1,
4051999049,5/3/2026 12:55:28 PM,Woodmark Custom,,Etsy,9.06,9.06,66.54,52.41,5.07,66.54,1,
4046687688,5/3/2026 12:53:24 PM,Woodmark Custom,,Etsy,5.40,6.98,26.78,17.99,1.81,26.78,1,
4046697184,5/3/2026 1:01:09 PM,Devran Custom Design,,Etsy,5.40,5.40,22.86,15.96,1.50,22.86,1,
4046702326,5/3/2026 1:05:19 PM,Devran Custom Design,,Etsy,5.48,5.48,21.31,14.90,0.93,21.31,1,
4046695480,5/3/2026 12:59:44 PM,Marbella Custom Gifts,,Etsy,7.26,8.18,28.21,18.35,1.68,28.21,1,
4052017979,5/3/2026 1:12:28 PM,Marbella Custom Gifts,,Etsy,7.26,8.06,29.53,20.25,1.22,29.53,1,
4046693974,5/3/2026 12:58:25 PM,Lumina Custom Design,,Etsy,8.13,9.58,24.80,13.20,2.02,24.80,1,
4046714574,5/3/2026 1:15:17 PM,Woodmark Custom,,Etsy,6.37,7.42,31.44,21.46,2.56,31.44,1,
4046700106,5/3/2026 1:03:29 PM,Woodmark Custom,,Etsy,7.90,8.18,41.63,31.48,1.97,41.63,1,
4046727828,5/3/2026 1:26:10 PM,YemlihaDesign,,Etsy,7.69,8.18,71.52,57.89,5.45,71.52,1,
4052052379,5/3/2026 1:43:44 PM,SenaCustomStore,,Etsy,8.56,8.56,52.62,40.25,3.81,52.62,1,
4052077073,5/3/2026 2:05:32 PM, Velvet Whiskey Design,,Etsy,11.16,12.22,118.09,99.18,6.69,118.09,1,
4052034097,5/3/2026 1:26:42 PM,Etched Elegance Shop,,Etsy,6.95,10.80,33.20,19.35,3.05,33.20,1,
4046758276,5/3/2026 1:49:23 PM,Etched Elegance Shop,,Etsy,6.25,7.22,35.92,26.35,2.35,35.92,1,
4046782320,5/3/2026 2:07:52 PM,Woodmark Custom,,Etsy,5.48,7.42,31.84,21.99,2.43,31.84,1,
4052070321,5/3/2026 1:59:43 PM,Woodmark Custom,,Etsy,5.48,7.42,27.02,17.99,1.61,27.02,1,
4046800028,5/3/2026 2:21:45 PM,YemlihaDesign,,Etsy,6.93,6.65,58.36,47.89,3.82,58.36,1,
4052109707,5/3/2026 2:34:30 PM,Devran Custom Design,,Etsy,5.83,5.83,25.87,18.46,1.58,25.87,1,
4052088451,5/3/2026 2:15:51 PM, Velvet Whiskey Design,,Etsy,6.95,6.95,20.33,12.30,1.08,20.33,1,
4052117629,5/3/2026 2:41:10 PM,Etched Elegance Shop,,Etsy,7.50,14.06,119.82,97.92,7.84,119.82,1,
4052118207,5/3/2026 2:41:38 PM,Lumina Custom Design,,Etsy,11.10,28.12,174.60,138.18,8.30,174.60,1,
4046807434,5/3/2026 2:27:43 PM,Woodmark Custom,,Etsy,5.48,7.42,27.51,17.99,2.10,27.51,1,
4052090233,5/3/2026 2:17:20 PM,Woodmark Custom,,Etsy,6.25,6.98,28.45,20.25,1.22,28.45,1,
4046811224,5/3/2026 2:30:40 PM,Woodmark Custom,,Etsy,5.40,6.98,26.05,17.99,1.08,26.05,1,
4046865216,5/3/2026 3:12:56 PM, Velvet Whiskey Design,,Etsy,10.63,12.22,105.67,88.16,5.29,105.67,8,
4052138679,5/3/2026 2:59:11 PM,Woodmark Custom,,Etsy,6.37,7.42,34.77,24.70,2.65,34.77,1,
4052180323,5/3/2026 3:34:52 PM,Custom Gift by FTM,,Etsy,7.73,0.00,148.37,138.18,10.19,148.37,6,
4046878614,5/3/2026 3:23:51 PM,Devran Custom Design,,Etsy,7.90,8.06,33.67,23.04,2.57,33.67,1,
4052211831,5/3/2026 4:03:33 PM, Velvet Whiskey Design,,Etsy,9.58,11.16,90.91,74.10,5.65,90.91,5,
4046922488,5/3/2026 4:01:06 PM, Velvet Whiskey Design,,Etsy,12.34,12.22,89.36,77.14,0.00,89.36,1,
4052215967,5/3/2026 4:07:33 PM,Etched Elegance Shop,,Etsy,6.37,8.18,29.46,19.35,1.93,29.46,1,
4046926504,5/3/2026 4:04:40 PM,Woodmark Custom,,Etsy,7.02,7.02,64.93,52.41,5.50,64.93,1,
4046928184,5/3/2026 4:06:16 PM,Woodmark Custom,,Etsy,6.36,8.40,27.96,17.99,1.57,27.96,1,
4052187073,5/3/2026 3:41:01 PM,Woodmark Custom,,Etsy,5.48,7.42,22.28,13.99,0.87,22.28,1,
4046899552,5/3/2026 3:41:18 PM,Woodmark Custom,,Etsy,5.48,7.42,22.83,13.99,1.42,22.83,1,
4046977194,5/3/2026 4:50:29 PM,Devran Custom Design,,Etsy,5.48,6.37,18.58,11.10,1.11,18.58,1,
4046961174,5/3/2026 4:35:45 PM,Devran Custom Design,,Etsy,9.52,9.52,39.09,26.59,2.98,39.09,1,
4046976326,5/3/2026 4:49:40 PM,Devran Custom Design,,Etsy,5.48,5.48,18.03,11.16,1.39,18.03,1,
4052258443,5/3/2026 4:48:06 PM,Woodmark Custom,,Etsy,5.28,6.65,34.72,25.99,2.08,34.72,1,
4046982166,5/3/2026 4:55:14 PM,YemlihaDesign,,Etsy,6.98,7.38,58.59,47.89,3.32,58.59,1,
4046987446,5/3/2026 5:00:00 PM, Velvet Whiskey Design,,Etsy,6.37,6.37,19.41,12.30,0.74,19.41,1,
4047004774,5/3/2026 5:17:08 PM,Lumina Custom Design,,Etsy,7.69,8.74,39.90,28.12,3.04,39.90,2,
4052271555,5/3/2026 5:01:09 PM,Woodmark Custom,,Etsy,5.48,7.42,23.12,13.99,1.71,23.12,1,
4052313477,5/3/2026 5:45:03 PM, Velvet Whiskey Design,,Etsy,11.16,11.16,71.23,55.10,4.97,71.23,1,
4047104504,5/3/2026 6:55:32 PM, Velvet Whiskey Design,,Etsy,6.69,6.69,24.24,15.96,1.59,24.24,1,
4047047532,5/3/2026 5:58:21 PM, Velvet Whiskey Design,,Etsy,7.90,7.90,20.93,12.26,0.77,20.93,1,
4052318787,5/3/2026 5:50:49 PM,Custom Gift by FTM,,Etsy,6.66,0.00,24.97,22.60,2.37,24.97,1,
4047098072,5/3/2026 6:49:17 PM,SenaCustomStore,,Etsy,8.56,8.56,51.23,40.25,2.42,51.23,1,
4052329537,5/3/2026 6:02:31 PM,Lumina Custom Design,,Etsy,11.03,16.52,118.11,92.31,9.28,118.11,1,
4052310589,5/3/2026 5:41:56 PM,Devran Custom Design,,Etsy,9.54,9.54,22.85,44.86,0.96,55.36,2,
4047042796,5/3/2026 5:53:46 PM,YemlihaDesign,,Etsy,8.07,9.42,29.74,18.75,1.57,29.74,1,
4052356861,5/3/2026 6:32:41 PM,Devran Custom Design,,Etsy,5.40,6.25,18.40,11.10,1.05,18.40,1,
4047019188,5/3/2026 5:31:03 PM,Etched Elegance Shop,,Etsy,6.95,10.80,32.05,21.25,0.00,32.05,1,
